epoch,loss,val_acc,lr
1,1.3190693967574016,85.91666666666667,0.001
2,0.43351895023154985,89.75,0.001
3,0.3424851030676286,91.18333333333334,0.0001
4,0.3141657760922943,91.21666666666667,0.0001
5,0.31037195553005587,91.31666666666666,0.0001
6,0.3069753121425755,91.28333333333333,1e-05
7,0.3048041942065926,91.35,1e-05
8,0.30443422856489066,91.4,1e-05
9,0.30406114734462086,91.38333333333334,1.0000000000000002e-06
10,0.3038760542304595,91.4,1.0000000000000002e-06
