epoch,loss,val_acc,lr
1,0.34312934590883165,94.5,0.0009755282581475768
2,0.1396698646988914,96.4,0.0009045084971874736
3,0.0945260939651756,96.88333333333334,0.0007938926261462366
4,0.0704952192435403,97.08333333333333,0.0006545084971874737
5,0.05219135085072245,97.6,0.0005
6,0.03971305712880964,97.7,0.00034549150281252633
7,0.030468607810767306,97.66666666666667,0.0002061073738537635
8,0.023726217768163867,97.85,9.549150281252634e-05
9,0.019816706397336736,98.01666666666667,2.4471741852423235e-05
10,0.017699811501666832,97.96666666666667,0.0
