epoch,loss,val_acc,lr
1,1.402226979698615,84.75,0.0009755282581475768
2,0.46022172282798596,88.96666666666667,0.0009045084971874736
3,0.3526185106892156,90.08333333333333,0.0007938926261462366
4,0.31183925037982907,90.81666666666666,0.0006545084971874737
5,0.28866889673810436,91.41666666666667,0.0005
6,0.27336562167129247,91.71666666666667,0.00034549150281252633
7,0.26294813057963884,91.81666666666666,0.0002061073738537635
8,0.25677123508676536,91.98333333333333,9.549150281252634e-05
9,0.25329603085303193,92.16666666666667,2.4471741852423235e-05
10,0.2518495799558705,92.11666666666666,0.0
