epoch,loss,val_acc,lr
1,1.3105187527658815,85.65,0.0009755282581475768
2,0.4373647644762744,89.15,0.0009045084971874736
3,0.3427486230764909,90.31666666666666,0.0007938926261462366
4,0.3073731928498824,90.81666666666666,0.0006545084971874737
5,0.2870722733332083,91.16666666666667,0.0005
6,0.2735659207848576,91.61666666666666,0.00034549150281252633
7,0.26444762542631955,91.88333333333334,0.0002061073738537635
8,0.2584940168247404,92.05,9.549150281252634e-05
9,0.2553920798462714,92.08333333333333,2.4471741852423235e-05
10,0.25405104753177316,92.05,0.0
