epoch,loss,val_acc,lr
1,1.3612013462736707,86.66666666666667,0.0009755282581475768
2,0.4366017806021523,89.81666666666666,0.0009045084971874736
3,0.35005259072469874,91.33333333333333,0.0007938926261462366
4,0.3144777951435455,91.83333333333333,0.0006545084971874737
5,0.29273161159660577,92.23333333333333,0.0005
6,0.2773254735845525,92.51666666666667,0.00034549150281252633
7,0.2669886749996958,92.63333333333334,0.0002061073738537635
8,0.2605651870405222,92.65,9.549150281252634e-05
9,0.25692873825959117,92.71666666666667,2.4471741852423235e-05
10,0.25540833522993805,92.8,0.0
