epoch,loss,val_acc,lr
1,1.3716142699475538,84.56666666666666,0.0009755282581475768
2,0.45112312924099196,88.51666666666667,0.0009045084971874736
3,0.3495737057161557,90.03333333333333,0.0007938926261462366
4,0.3113707048350601,90.36666666666666,0.0006545084971874737
5,0.2888451821360543,90.95,0.0005
6,0.2738947905776625,91.51666666666667,0.00034549150281252633
7,0.2639066242917454,91.73333333333333,0.0002061073738537635
8,0.25773925614936094,91.83333333333333,9.549150281252634e-05
9,0.25425901398133327,91.96666666666667,2.4471741852423235e-05
10,0.2527827526049874,91.96666666666667,0.0
