epoch,loss,val_acc,lr
1,0.3361465590012864,94.71666666666667,0.0009755282581475768
2,0.14167031698741053,96.55,0.0009045084971874736
3,0.09502514902396365,96.7,0.0007938926261462366
4,0.06988894836359186,97.08333333333333,0.0006545084971874737
5,0.05279964665215798,97.51666666666667,0.0005
6,0.03877163923707442,97.46666666666667,0.00034549150281252633
7,0.030612052184357464,97.55,0.0002061073738537635
8,0.023365581233244195,97.9,9.549150281252634e-05
9,0.01952918741732871,97.76666666666667,2.4471741852423235e-05
10,0.017338609188834814,97.83333333333333,0.0
