epoch,loss,val_acc,lr
1,0.345828667318369,94.15,0.0009755282581475768
2,0.1442982193735821,96.06666666666666,0.0009045084971874736
3,0.09762404206257437,96.65,0.0007938926261462366
4,0.07318596593302926,96.6,0.0006545084971874737
5,0.05456841017243174,97.6,0.0005
6,0.0414060564652103,97.73333333333333,0.00034549150281252633
7,0.031630995630405806,97.76666666666667,0.0002061073738537635
8,0.02438415464243335,97.81666666666666,9.549150281252634e-05
9,0.020366809392674556,97.85,2.4471741852423235e-05
10,0.018134406387642625,98.0,0.0
