epoch,loss,val_acc,lr
1,1.335380812321229,86.03333333333333,0.0009755282581475768
2,0.42405912746185376,89.16666666666667,0.0009045084971874736
3,0.3358616099750261,90.43333333333334,0.0007938926261462366
4,0.2999755966861101,91.45,0.0006545084971874737
5,0.27789830518842307,91.76666666666667,0.0005
6,0.2632182150090475,92.18333333333334,0.00034549150281252633
7,0.25350954487778565,92.18333333333334,0.0002061073738537635
8,0.24730452960489485,92.43333333333334,9.549150281252634e-05
9,0.2439206199658708,92.43333333333334,2.4471741852423235e-05
10,0.2424651231281283,92.4,0.0
