epoch,train_loss,train_acc,test_loss,test_acc
1,0.2716186261062683,91.95,0.1186687967274338,96.24
2,0.10284961618260662,96.84833333333333,0.08081873978371731,97.44
3,0.06873013381200876,97.84666666666666,0.07567961087916046,97.53
4,0.05321399022592728,98.31666666666666,0.0719155040627811,97.68
5,0.03818315418282234,98.74333333333334,0.07600348283303901,97.65
6,0.03188056782829259,98.90833333333333,0.0708696457419137,97.84
7,0.025635796027190523,99.14666666666666,0.07731018367849174,97.64
8,0.02207740422547745,99.26,0.073882326186083,97.81
9,0.022098833004505172,99.22833333333334,0.08881233855117898,97.74
10,0.02084883491023144,99.315,0.08743929038403167,97.79
