epoch,train_loss,train_acc,test_loss,test_acc
1,1.1716348804644685,70.83,0.4658747766166925,87.77
2,0.40250370373476796,88.89166666666667,0.3333045135252178,90.34
3,0.32577001463883976,90.59166666666667,0.28632928542792796,91.54
4,0.2882416572239099,91.635,0.26162125896662475,92.4
5,0.26205783497804264,92.34833333333333,0.2395686147734523,93.02
6,0.24050285168357496,93.00333333333333,0.22331016859970987,93.18
7,0.22233221425748328,93.58166666666666,0.20887061357498168,93.84
8,0.20647599009562656,93.98166666666667,0.1955691716168076,94.24
9,0.19194860526048807,94.42,0.182020278647542,94.57
10,0.1791859334910602,94.77,0.17059744999278337,94.76
