epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.5845264442443847,41.74,1.1071791482925415,62.55,17.28,Unknown,1
2,0.9411008761405943,69.095,0.7046263980865478,77.94,22.49,Unknown,2
3,0.6280805956204732,80.02333333333333,0.4665379473209381,85.82,25.59,Unknown,3
4,0.4753675480683644,85.11,0.4144969624996185,86.85,27.15,Unknown,4
5,0.3937839114665985,87.68666666666667,0.3297897419929504,90.18,30.72,Unknown,5
6,0.3636163686831792,88.72666666666667,0.3026963175296783,90.91,32.75,Unknown,6
7,0.3244547291914622,89.98333333333333,0.2851588798761368,91.64,34.46,Unknown,7
8,0.2993874301989873,90.905,0.2658164539813995,92.09,37.17,Unknown,8
9,0.284218888425827,91.32666666666668,0.2586810596227646,92.35,40.82,Unknown,9
10,0.2768466640790303,91.60833333333332,0.255278459739685,92.61,44.71,Unknown,10
