epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.6491507169723512,50.766666666666666,1.3048581848144531,66.05,12.95,Unknown,1
2,1.1263186363855997,78.62,0.9844834600448608,85.81,17.52,Unknown,2
3,0.9151847032229106,88.41833333333334,0.841180938243866,91.48,18.47,Unknown,3
4,0.8295974067052205,91.69,0.802073895072937,92.92,22.86,Unknown,4
5,0.7951898249626159,92.88833333333334,0.7734844178199768,93.3,32.66,Unknown,5
6,0.7690636160850525,93.72833333333334,0.758059354686737,93.89,45.02,Unknown,6
7,0.7513377356211345,94.27333333333333,0.7322210639953614,95.02,54.23,Unknown,7
8,0.738713659731547,94.58166666666666,0.7279106538772583,95.0,58.76,Unknown,8
9,0.7315967892964681,94.77166666666666,0.7209090242385864,95.24,62.31,Unknown,9
10,0.7281311380386353,94.92333333333332,0.7194136513710022,95.39,66.29,Unknown,10
