epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.63078019434611,52.24333333333333,1.2197839767456056,74.85,74.85,Unknown,1
2,1.0887390268961588,80.455,0.9644098180770874,86.34,86.34,Unknown,2
3,0.9299921617507936,87.48666666666666,0.8694805925369262,90.42,90.42,Unknown,3
4,0.8505220200856527,90.69666666666669,0.798722750377655,92.92,92.92,Unknown,4
5,0.7983868224461873,92.58333333333331,0.7713628869056701,93.59,93.59,Unknown,5
6,0.7672427526473999,93.59166666666668,0.7463218462944031,94.38,94.38,Unknown,6
7,0.7487287465413411,94.14166666666668,0.7307220408439636,94.9,94.9,Unknown,7
8,0.7373339519500732,94.51666666666668,0.723243122291565,95.01,95.01,Unknown,8
9,0.7302789460817973,94.74,0.7209841107368469,95.08,95.08,Unknown,9
10,0.7263118327776591,94.89166666666668,0.7197397795677185,95.18,95.18,Unknown,10
