,SGD,SGD_Momentum,Adam,AdamW,AMSGrad
SGD,0.0,-1.1660939174557536,,-2.256462927817292,-2.2525931836458613
SGD_Momentum,1.1660939174557536,0.0,,-64.362206115211,-67.78801745887338
Adam,,,0.0,,
AdamW,2.256462927817292,64.362206115211,,0.0,0.6002450479985633
AMSGrad,2.2525931836458613,67.78801745887338,,-0.6002450479985633,0.0
