Optimizer/Config,Final Loss,Loss Std,Final Test Acc (%),Acc Std (%),Speed (iters/sec)
Rastrigin_Adam,17.2129,11.4486,1.0000,0.0000,1000.0000
Rastrigin_SAM_SGD,18.7891,13.7352,1.0000,0.0000,1000.0000
Rastrigin_SGD,17.2127,11.4488,1.0000,0.0000,1000.0000
Rosenbrock_Adam,0.0257,0.0338,1.0000,0.0000,1000.0000
Rosenbrock_SAM_SGD,1.1373,1.0879,1.0000,0.0000,1000.0000
Rosenbrock_SGD,28.2336,43.2440,1.0000,0.0000,1000.0000
