epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,1617,1.616614649241621,40.153333333333336,1.5010355770587922,48.56,0.41247375681996346,86.13,86.13
2,SGD_Momentum,1617,1.1148276723582635,59.92888888888889,1.1363955408334732,61.8,0.41247375681996346,86.13,86.13
3,SGD_Momentum,1617,0.8732498990879818,69.09333333333333,0.9829747408628464,65.46,0.41247375681996346,86.13,86.13
4,SGD_Momentum,1617,0.7210336146368221,74.80444444444444,0.808950912952423,72.56,0.41247375681996346,86.13,86.13
5,SGD_Momentum,1617,0.6259364054792307,78.02888888888889,0.7270556271076203,75.48,0.41247375681996346,86.13,86.13
6,SGD_Momentum,1617,0.5598382818597284,80.62666666666667,0.5965508908033371,79.0,0.41247375681996346,86.13,86.13
7,SGD_Momentum,1617,0.5026434159583666,82.34666666666666,0.6022857576608658,79.52,0.41247375681996346,86.13,86.13
8,SGD_Momentum,1617,0.4619359088722955,83.94222222222223,0.5898399889469147,80.5,0.41247375681996346,86.13,86.13
9,SGD_Momentum,1617,0.4275566024959765,85.34444444444445,0.6183429688215256,78.56,0.41247375681996346,86.13,86.13
10,SGD_Momentum,1617,0.39257163935425604,86.32888888888888,0.5093663811683655,82.66,0.41247375681996346,86.13,86.13
11,SGD_Momentum,1617,0.36735572471198713,87.14444444444445,0.4550915941596031,83.86,0.41247375681996346,86.13,86.13
12,SGD_Momentum,1617,0.33898431105031207,88.33777777777777,0.47520006597042086,83.54,0.41247375681996346,86.13,86.13
13,SGD_Momentum,1617,0.3266274767758494,88.79555555555555,0.49684150964021684,82.96,0.41247375681996346,86.13,86.13
14,SGD_Momentum,1617,0.3034245984798128,89.42444444444445,0.48124913573265077,83.24,0.41247375681996346,86.13,86.13
15,SGD_Momentum,1617,0.2839533005714078,90.16888888888889,0.4142883434891701,86.26,0.41247375681996346,86.13,86.13
16,SGD_Momentum,1617,0.26738231760365044,90.73333333333333,0.5171942338347435,83.18,0.41247375681996346,86.13,86.13
17,SGD_Momentum,1617,0.25698980428701773,90.96,0.40912354588508604,86.0,0.41247375681996346,86.13,86.13
18,SGD_Momentum,1617,0.24238680802624335,91.48444444444445,0.4546263560652733,85.14,0.41247375681996346,86.13,86.13
19,SGD_Momentum,1617,0.227675696792589,92.08444444444444,0.4020163282752037,86.9,0.41247375681996346,86.13,86.13
20,SGD_Momentum,1617,0.22182651304385878,92.1511111111111,0.3915077358484268,86.78,0.41247375681996346,86.13,86.13
