epoch,train_loss,train_acc,val_loss,val_acc,seed
1,1.3852996323257685,48.83555555555556,1.1539466500282287,58.24,1617
2,0.9562924798916687,65.77555555555556,0.8742768466472626,69.08,1617
3,0.7585476152598858,73.04888888888888,0.8216687887907028,71.68,1617
4,0.6425777915865183,77.6,0.6737953364849091,76.58,1617
5,0.5675896904854612,80.22888888888889,0.5996171563863755,78.68,1617
6,0.5128443011675369,82.16888888888889,0.583527785539627,80.04,1617
7,0.463922425173223,84.06444444444445,0.6182937026023865,79.72,1617
8,0.4326871761374853,85.19111111111111,0.48700170069932935,82.74,1617
9,0.3968847599303858,86.17555555555556,0.46315512508153917,83.14,1617
10,0.3688504540107467,87.28666666666666,0.47733725905418395,83.46,1617
11,0.3488457255404104,87.95777777777778,0.45061101466417314,84.0,1617
12,0.32327611062845046,88.92222222222222,0.39928001910448074,85.6,1617
13,0.31073729126629507,89.30444444444444,0.49633504152297975,82.7,1617
14,0.2920926581983539,89.70444444444445,0.393697452545166,86.54,1617
15,0.2729281227273697,90.63777777777777,0.40152913331985474,86.42,1617
16,0.2576740998774767,91.07555555555555,0.4325845718383789,85.54,1617
17,0.24223067514090377,91.63333333333334,0.40900625586509703,86.84,1617
18,0.2343246459071948,91.95555555555555,0.40391209721565247,86.28,1617
19,0.2198637823616578,92.36,0.393287168443203,87.04,1617
20,0.21081749078902332,92.7,0.3658178836107254,88.08,1617
