epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,1011,1.6250029778615995,39.67777777777778,1.3378854274749756,52.02,0.4025289863348007,86.36,86.36
2,SGD_Momentum,1011,1.1528684535825795,58.544444444444444,1.0513763844966888,62.6,0.4025289863348007,86.36,86.36
3,SGD_Momentum,1011,0.8959641253406351,68.16888888888889,0.9068422079086303,67.74,0.4025289863348007,86.36,86.36
4,SGD_Momentum,1011,0.7286941876465624,74.60888888888888,0.7316634625196456,74.84,0.4025289863348007,86.36,86.36
5,SGD_Momentum,1011,0.6377138730815866,77.82222222222222,0.6739374399185181,76.58,0.4025289863348007,86.36,86.36
6,SGD_Momentum,1011,0.5624792000109499,80.54222222222222,0.6176787361502647,79.08,0.4025289863348007,86.36,86.36
7,SGD_Momentum,1011,0.5031055808067322,82.58,0.6145736172795295,79.14,0.4025289863348007,86.36,86.36
8,SGD_Momentum,1011,0.4562068027444184,84.14,0.4886696070432663,82.84,0.4025289863348007,86.36,86.36
9,SGD_Momentum,1011,0.4205363411033018,85.52666666666667,0.5164075806736946,82.06,0.4025289863348007,86.36,86.36
10,SGD_Momentum,1011,0.3964825992641801,86.2311111111111,0.47640335112810134,83.78,0.4025289863348007,86.36,86.36
11,SGD_Momentum,1011,0.36833159388466313,87.25111111111111,0.4823340892791748,83.62,0.4025289863348007,86.36,86.36
12,SGD_Momentum,1011,0.3382660437967967,88.32222222222222,0.47554879635572433,83.34,0.4025289863348007,86.36,86.36
13,SGD_Momentum,1011,0.3195429038764401,88.86222222222223,0.5670003950595855,81.44,0.4025289863348007,86.36,86.36
14,SGD_Momentum,1011,0.29694079074331303,89.64666666666666,0.42652202397584915,85.08,0.4025289863348007,86.36,86.36
15,SGD_Momentum,1011,0.2768359567589042,90.33111111111111,0.425678214430809,85.64,0.4025289863348007,86.36,86.36
16,SGD_Momentum,1011,0.2693563836457377,90.64888888888889,0.5442254617810249,82.54,0.4025289863348007,86.36,86.36
17,SGD_Momentum,1011,0.2563043766951358,91.01777777777778,0.408960323035717,86.32,0.4025289863348007,86.36,86.36
18,SGD_Momentum,1011,0.24136223876848817,91.56888888888889,0.4255802989006042,86.02,0.4025289863348007,86.36,86.36
19,SGD_Momentum,1011,0.23055271148173648,91.89333333333333,0.4292861744761467,86.32,0.4025289863348007,86.36,86.36
20,SGD_Momentum,1011,0.22284381072544915,92.20444444444445,0.3782798394560814,87.02,0.4025289863348007,86.36,86.36
