dataset,model,optimizer,seed,final_test_acc,final_loss,run_signature,completed
IMDB,Simple_SimpleLSTM,AdamW,42,,1.4711595992724011e-05,d9efcc1536d772c10e65bc596c2e3a5f17650e47871d2765d67c352bf3dd1474,True
IMDB,Simple_SimpleLSTM,SGD_Momentum,42,,0.00470057489084346,35f31a6b1beff35e4f222cfa355b66a50c89216f17020abd1794be1dc89e6fde,True
IMDB,Simple_BiLSTM,AdamW,42,,3.511706953369347e-05,468961ce6c63387375a4779453d9d8dab9cbd3cf042f044bd139d3feb0b862cc,True
IMDB,Simple_BiLSTM,SGD_Momentum,42,,0.0073828174998717645,bfe03c27a29b1bcbf7a697f671e690ecb43bb3b59cba751f958277a62bbde240,True
IMDB,Simple_SimpleLSTM,AdamW,42,,6.065818914586478e-06,88b4d9b1b28b010aa85259d08f3c2d0778782af85bf89e3846a696fbf66c44f1,True
IMDB,Simple_SimpleLSTM,SGD_Momentum,42,,0.0011116145843906061,8017601c8efe7106227837e864f8492c3788aa92642057ef3f84c7c76c5a7e83,True
IMDB,Simple_BiLSTM,AdamW,42,,9.785222833410703e-06,a09d163d3d15f5c8cfb60105db5a569bae65df6dacd783854fc5a4a075520f9f,True
IMDB,Simple_BiLSTM,SGD_Momentum,42,,0.0020633338052513345,141fcd4a240bbcc72d06948ce8c84aac768211cd1de1cb545ba16973a1f87d75,True
