iteration,loss,grad_norm,x,y,optimizer,elapsed_seconds,test_acc
0,1256.7694091796875,3.834562540054321,0.6640841364860535,3.97957444190979,SGD,0.0,0.01
1,1252.2581787109375,3.832873106002808,0.6671469211578369,3.977270126342773,SGD,0.001,0.01
2,1247.7440185546875,3.831193685531616,0.6702134609222412,3.974973440170288,SGD,0.002,0.01
3,1243.2264404296875,3.829525232315064,0.6732836961746216,3.972684621810913,SGD,0.003,0.01
4,1238.705810546875,3.827867746353149,0.6763575673103333,3.970403432846069,SGD,0.004,0.01
5,1234.18212890625,3.8262205123901367,0.6794350743293762,3.968129873275757,SGD,0.005,0.01
6,1229.655517578125,3.824583053588867,0.6825161576271057,3.965863943099976,SGD,0.006,0.01
7,1225.1258544921875,3.8229570388793945,0.6856008172035217,3.9636056423187256,SGD,0.007,0.01
8,1220.593017578125,3.821340799331665,0.6886889934539795,3.961354970932007,SGD,0.008,0.01
9,1216.057373046875,3.819735765457153,0.691780686378479,3.95911169052124,SGD,0.009,0.01
10,1211.5186767578125,3.8181400299072266,0.6948758363723755,3.956876039505005,SGD,0.01,0.01
11,1206.9771728515625,3.8165557384490967,0.697974443435669,3.9546477794647217,SGD,0.011,0.01
12,1202.4324951171875,3.814981698989868,0.7010764479637146,3.952426910400391,SGD,0.012,0.01
13,1197.8851318359375,3.813417434692383,0.7041817903518677,3.950213670730591,SGD,0.013,0.01
14,1193.3350830078125,3.81186318397522,0.7072904706001282,3.948007583618164,SGD,0.014,0.01
15,1188.7821044921875,3.8103203773498535,0.7104024887084961,3.9458088874816895,SGD,0.015,0.01
16,1184.2264404296875,3.808786869049072,0.7135177850723267,3.943617582321167,SGD,0.016,0.01
17,1179.66796875,3.807264089584351,0.7166363000869751,3.9414334297180176,SGD,0.017,0.01
18,1175.1068115234375,3.805750846862793,0.7197580337524414,3.93925666809082,SGD,0.018,0.01
19,1170.54296875,3.804248094558716,0.7228829860687256,3.937087059020996,SGD,0.019,0.01
20,1165.976318359375,3.802755355834961,0.7260110974311829,3.934924602508545,SGD,0.02,0.01
21,1161.4073486328125,3.801273822784424,0.7291423082351685,3.932769298553467,SGD,0.021,0.01
22,1156.8355712890625,3.7998011112213135,0.7322766184806824,3.9306211471557617,SGD,0.022,0.01
23,1152.2613525390625,3.798338651657105,0.7354140281677246,3.9284801483154297,SGD,0.023,0.01
24,1147.684814453125,3.796885967254639,0.7385544776916504,3.926346063613892,SGD,0.024,0.01
25,1143.10546875,3.795443534851074,0.7416979074478149,3.924219131469727,SGD,0.025,0.01
26,1138.5240478515625,3.794011831283569,0.7448443174362183,3.922099113464356,SGD,0.026,0.01
27,1133.9400634765625,3.792588949203491,0.7479937076568604,3.9199860095977774,SGD,0.027,0.01
28,1129.3536376953125,3.7911767959594727,0.7511460185050964,3.917879819869995,SGD,0.028,0.01
29,1124.7650146484375,3.789774417877197,0.7543012499809265,3.915780544281006,SGD,0.029,0.01
30,1120.1741943359375,3.788381338119507,0.7574594020843506,3.9136881828308105,SGD,0.03,0.01
31,1115.5810546875,3.786998271942138,0.7606203556060791,3.911602735519409,SGD,0.031,0.01
32,1110.9857177734375,3.785624742507935,0.7637841701507568,3.909523963928223,SGD,0.032,0.01
33,1106.38818359375,3.784262180328369,0.766950786113739,3.907451868057251,SGD,0.033,0.01
34,1101.7886962890625,3.782908439636232,0.7701201438903809,3.905386686325073,SGD,0.034,0.01
35,1097.18701171875,3.781564712524414,0.7732923030853271,3.9033281803131104,SGD,0.035,0.01
36,1092.5833740234375,3.780230760574341,0.7764671444892883,3.9012763500213614,SGD,0.036,0.01
37,1087.977783203125,3.7789058685302734,0.7796447277069092,3.89923095703125,SGD,0.037,0.01
38,1083.3702392578125,3.7775912284851074,0.7828249931335449,3.897192239761353,SGD,0.038,0.01
39,1078.760498046875,3.776285409927368,0.7860078811645508,3.89516019821167,SGD,0.039,0.01
40,1074.1492919921875,3.774989604949951,0.7891933917999268,3.893134593963623,SGD,0.04,0.01
41,1069.5362548828125,3.773703575134277,0.7923815250396729,3.891115427017212,SGD,0.041,0.01
42,1064.921142578125,3.77242660522461,0.7955722808837891,3.889102935791016,SGD,0.042,0.01
43,1060.3045654296875,3.7711598873138414,0.7987655997276306,3.887096881866455,SGD,0.043,0.01
44,1055.6864013671875,3.769901752471924,0.8019614219665527,3.8850972652435294,SGD,0.044,0.01
45,1051.0665283203125,3.768654108047485,0.8051597476005554,3.883103847503662,SGD,0.045,0.01
46,1046.4449462890625,3.767414808273315,0.8083605766296387,3.8811168670654297,SGD,0.046,0.01
47,1041.822265625,3.766185760498047,0.8115639090538025,3.879136323928833,SGD,0.047,0.01
48,1037.1978759765625,3.764965534210205,0.8147696852684021,3.877161979675293,SGD,0.048,0.01
49,1032.5718994140625,3.7637550830841056,0.8179779052734375,3.8751938343048096,SGD,0.049,0.01
50,1027.9447021484375,3.762553215026856,0.8211885094642639,3.873231887817383,SGD,0.05,0.01
51,1023.3162231445312,3.761361598968506,0.8244014978408813,3.8712761402130127,SGD,0.051,0.01
52,1018.6863403320312,3.760178565979004,0.8276168704032898,3.869326591491699,SGD,0.052,0.01
53,1014.055419921875,3.759004592895508,0.8308345675468445,3.8673832416534415,SGD,0.053,0.01
54,1009.4231567382812,3.757840156555176,0.8340545892715454,3.865446090698242,SGD,0.054,0.01
55,1004.7901611328124,3.7566847801208496,0.8372769355773926,3.86351490020752,SGD,0.055,0.01
56,1000.1558837890624,3.755538702011109,0.8405015468597412,3.8615899085998535,SGD,0.056,0.01
57,995.520751953125,3.754401922225952,0.8437284231185913,3.859670877456665,SGD,0.057,0.01
58,990.8847045898438,3.753273963928223,0.8469575643539429,3.857757806777954,SGD,0.058,0.01
59,986.2476196289062,3.752155303955078,0.8501889109611511,3.8558506965637207,SGD,0.059,0.01
60,981.6098022460938,3.751044988632202,0.8534224629402161,3.853949546813965,SGD,0.06,0.01
61,976.9712524414062,3.74994421005249,0.8566582202911377,3.852054357528688,SGD,0.061,0.01
62,972.3320922851562,3.7488527297973633,0.859896183013916,3.850164890289306,SGD,0.062,0.01
63,967.6921997070312,3.747770071029663,0.8631362915039062,3.848281383514404,SGD,0.063,0.01
64,963.0516357421876,3.7466962337493896,0.8663785457611084,3.8464035987854,SGD,0.064,0.01
65,958.4105834960938,3.745631217956543,0.8696228861808777,3.844531774520874,SGD,0.065,0.01
66,953.7691040039062,3.744575023651123,0.8728693127632141,3.842665672302246,SGD,0.066,0.01
67,949.1273803710938,3.743527889251709,0.8761178255081177,3.8408052921295166,SGD,0.067,0.01
68,944.4852294921876,3.7424895763397217,0.8793684244155884,3.8389506340026855,SGD,0.068,0.01
69,939.8428344726562,3.74146032333374,0.8826210498809814,3.837101697921753,SGD,0.069,0.01
70,935.2002563476562,3.7404396533966064,0.8858757019042969,3.83525824546814,SGD,0.07,0.01
71,930.557373046875,3.739427328109741,0.8891323804855347,3.833420515060425,SGD,0.071,0.01
72,925.9144287109376,3.738424062728882,0.8923910856246948,3.831588268280029,SGD,0.072,0.01
73,921.271484375,3.737430095672608,0.8956517577171326,3.829761743545532,SGD,0.073,0.01
74,916.6287231445312,3.736443758010864,0.8989143967628479,3.8279407024383545,SGD,0.074,0.01
75,911.9859619140624,3.735466480255127,0.9021790027618408,3.826125144958496,SGD,0.075,0.01
76,907.3434448242188,3.734498262405396,0.9054455161094666,3.824315071105957,SGD,0.076,0.01
77,902.7010498046876,3.7335376739501953,0.90871399641037,3.822510480880737,SGD,0.077,0.01
78,898.0590209960938,3.732586622238159,0.911984384059906,3.820711374282837,SGD,0.078,0.01
79,893.4172973632812,3.73164439201355,0.9152566194534302,3.818917751312256,SGD,0.079,0.01
80,888.7763671875,3.730710029602051,0.9185307621955872,3.817129373550415,SGD,0.08,0.01
81,884.1356201171875,3.7297844886779785,0.9218067526817322,3.8153462409973145,SGD,0.081,0.01
82,879.4955444335938,3.728867053985596,0.9250845909118652,3.813568592071533,SGD,0.082,0.01
83,874.85595703125,3.72795844078064,0.9283642768859864,3.811796188354492,SGD,0.083,0.01
84,870.21728515625,3.7270586490631104,0.9316457509994508,3.810029029846192,SGD,0.084,0.01
85,865.5794677734375,3.726166486740112,0.9349290728569032,3.808267116546631,SGD,0.085,0.01
86,860.9423828125,3.725282907485962,0.9382141828536988,3.8065104484558105,SGD,0.086,0.01
87,856.3062744140625,3.724407911300659,0.9415010809898376,3.8047590255737305,SGD,0.087,0.01
88,851.6712036132812,3.723541498184204,0.944789707660675,3.803012609481812,SGD,0.088,0.01
89,847.0372314453125,3.72268319129944,0.9480801224708556,3.801271438598633,SGD,0.089,0.01
90,842.404296875,3.721832275390625,0.9513722658157348,3.7995352745056152,SGD,0.09,0.01
91,837.7726440429688,3.720991373062134,0.9546661376953124,3.797804355621338,SGD,0.091,0.01
92,833.142333984375,3.7201571464538574,0.9579617381095886,3.7960784435272217,SGD,0.092,0.01
93,828.5133056640625,3.719332218170166,0.9612590074539183,3.7943575382232666,SGD,0.093,0.01
94,823.8859252929688,3.718515157699585,0.9645580053329468,3.7926416397094727,SGD,0.094,0.01
95,819.2598876953125,3.717706441879273,0.9678586721420288,3.79093074798584,SGD,0.095,0.01
96,814.6355590820312,3.716905117034912,0.9711610078811646,3.789224863052368,SGD,0.096,0.01
97,810.0130004882812,3.7161126136779785,0.9744649529457092,3.7875239849090576,SGD,0.097,0.01
98,805.3921508789062,3.7153284549713135,0.9777705669403076,3.785827875137329,SGD,0.098,0.01
99,800.7730712890625,3.714552164077759,0.9810777902603148,3.7841367721557617,SGD,0.099,0.01
100,796.1560668945312,3.713783502578736,0.984386682510376,3.782450437545776,SGD,0.1,0.01
101,791.5408935546875,3.7130239009857178,0.987697184085846,3.780769109725952,SGD,0.101,0.01
102,786.9280395507812,3.712271451950073,0.99100923538208,3.77909255027771,SGD,0.102,0.01
103,782.3171997070312,3.711527585983277,0.9943228960037231,3.77742075920105,SGD,0.103,0.01
104,777.7086791992188,3.7107913494110094,0.9976381659507751,3.775753736495972,SGD,0.104,0.01
105,773.1023559570312,3.710062742233277,1.0009549856185913,3.774091482162476,SGD,0.105,0.01
106,768.49853515625,3.7093429565429688,1.0042734146118164,3.7724339962005615,SGD,0.106,0.01
107,763.8970947265625,3.708630561828613,1.007593274116516,3.7707810401916495,SGD,0.107,0.01
108,759.2984008789062,3.7079262733459473,1.01091468334198,3.769132852554321,SGD,0.108,0.01
109,754.7022705078125,3.70723009109497,1.014237642288208,3.767489194869995,SGD,0.109,0.01
110,750.10888671875,3.706540822982788,1.0175621509552002,3.765850305557251,SGD,0.11,0.01
111,745.5184326171875,3.705859899520874,1.0208882093429563,3.7642159461975098,SGD,0.111,0.01
112,740.9306030273438,3.7051870822906494,1.0242156982421875,3.762586116790772,SGD,0.112,0.01
113,736.3458251953125,3.704521417617798,1.0275447368621826,3.760960817337036,SGD,0.113,0.01
114,731.7640991210938,3.703863859176636,1.0308752059936523,3.759340047836304,SGD,0.114,0.01
115,727.1856689453125,3.703214406967163,1.034207105636597,3.757723808288574,SGD,0.115,0.01
116,722.6105346679688,3.702572107315064,1.0375405550003052,3.756112098693848,SGD,0.116,0.01
117,718.0386352539062,3.701937913894653,1.0408754348754885,3.754504919052124,SGD,0.117,0.01
118,713.47021484375,3.7013113498687744,1.044211745262146,3.7529022693634033,SGD,0.118,0.01
119,708.9054565429688,3.700692653656006,1.0475494861602783,3.7513039112091056,SGD,0.119,0.01
120,704.3441772460938,3.700080633163452,1.0508886575698853,3.749710083007813,SGD,0.12,0.01
121,699.7865600585938,3.699476957321167,1.0542292594909668,3.7481205463409424,SGD,0.121,0.01
122,695.2327270507812,3.6988818645477295,1.057571291923523,3.746535301208496,SGD,0.122,0.01
123,690.6828002929688,3.698293209075928,1.0609146356582642,3.7449543476104736,SGD,0.123,0.01
124,686.1368408203125,3.697712659835816,1.06425940990448,3.743377923965454,SGD,0.124,0.01
125,681.5950927734375,3.697139263153076,1.0676056146621704,3.7418057918548575,SGD,0.125,0.01
126,677.0574951171875,3.6965737342834473,1.070953130722046,3.7402377128601074,SGD,0.126,0.01
127,672.52392578125,3.696015357971192,1.074302077293396,3.73867392539978,SGD,0.127,0.01
128,667.994873046875,3.6954638957977295,1.0776523351669312,3.737114429473877,SGD,0.128,0.01
129,663.4702758789062,3.6949212551116943,1.081004023551941,3.7355592250823975,SGD,0.129,0.01
130,658.9500732421875,3.694385290145874,1.0843570232391355,3.734008073806762,SGD,0.13,0.01
131,654.4345703125,3.693856716156006,1.0877113342285156,3.732461214065552,SGD,0.131,0.01
132,649.923828125,3.69333553314209,1.0910669565200806,3.7309184074401855,SGD,0.132,0.01
