epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1777477255185445,1.1777477255185445,0.5566978149414062,86.93,86.93,SAM_rho_0.1,1
2,0.4772925641854604,0.4772925641854604,0.3943034015655517,89.63,89.63,SAM_rho_0.1,2
3,0.3814733306407928,0.3814733306407928,0.3399583788871765,90.65,90.65,SAM_rho_0.1,3
4,0.3392338999907175,0.3392338999907175,0.3084641342163086,91.46,91.46,SAM_rho_0.1,4
5,0.3114892639954885,0.3114892639954885,0.2863814487457275,92.09,92.09,SAM_rho_0.1,5
6,0.2909512751897176,0.2909512751897176,0.2698932173252105,92.51,92.51,SAM_rho_0.1,6
7,0.2740009678522745,0.2740009678522745,0.2558240412712097,92.89,92.89,SAM_rho_0.1,7
8,0.2595540835062663,0.2595540835062663,0.243344790649414,93.24,93.24,SAM_rho_0.1,8
9,0.2469123504797617,0.2469123504797617,0.2337765927314758,93.47,93.47,SAM_rho_0.1,9
10,0.2355660146236419,0.2355660146236419,0.2230284174919128,93.77,93.77,SAM_rho_0.1,10
