epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1291829612096151,1.1291829612096151,0.5478216740608215,86.95,86.95,SAM_rho_0.01,1
2,0.4724128432750702,0.4724128432750702,0.3944121975898743,89.53,89.53,SAM_rho_0.01,2
3,0.3826636693954467,0.3826636693954467,0.3450475578308105,90.53,90.53,SAM_rho_0.01,3
4,0.3432860106786092,0.3432860106786092,0.3144844514846802,91.18,91.18,SAM_rho_0.01,4
5,0.3180841291745503,0.3180841291745503,0.2952800092697143,91.67,91.67,SAM_rho_0.01,5
6,0.2995291539510091,0.2995291539510091,0.2814189287185669,92.06,92.06,SAM_rho_0.01,6
7,0.2847232297897339,0.2847232297897339,0.2678634201049805,92.24,92.24,SAM_rho_0.01,7
8,0.2714495706160863,0.2714495706160863,0.2562757746696472,92.71,92.71,SAM_rho_0.01,8
9,0.2598148157914479,0.2598148157914479,0.2473048696041107,92.84,92.84,SAM_rho_0.01,9
10,0.2492601431210835,0.2492601431210835,0.237449579000473,93.18,93.18,SAM_rho_0.01,10
