epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1487701189994812,1.1487701189994812,0.5424134950637818,87.24,87.24,SAM_rho_0.01,1
2,0.46834669602712,0.46834669602712,0.3886247772216797,89.6,89.6,SAM_rho_0.01,2
3,0.3785334958553314,0.3785334958553314,0.3383972848892212,90.44,90.44,SAM_rho_0.01,3
4,0.3393401281833648,0.3393401281833648,0.3106369710922241,91.38,91.38,SAM_rho_0.01,4
5,0.3143768771489461,0.3143768771489461,0.2922532850265503,91.77,91.77,SAM_rho_0.01,5
6,0.2957920559485753,0.2957920559485753,0.2770490513801574,92.2,92.2,SAM_rho_0.01,6
7,0.2807159490744272,0.2807159490744272,0.2643040150165557,92.47,92.47,SAM_rho_0.01,7
8,0.2677715217987696,0.2677715217987696,0.2541440084934234,92.95,92.95,SAM_rho_0.01,8
9,0.2562150264422099,0.2562150264422099,0.2442493577957153,93.13,93.13,SAM_rho_0.01,9
10,0.2458378715833028,0.2458378715833028,0.235349206161499,93.31,93.31,SAM_rho_0.01,10
