epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1327981544335683,1.1327981544335683,0.5444533821105957,86.79,86.79,SAM_rho_0.01,1
2,0.4704688793977101,0.4704688793977101,0.3891151350975037,89.51,89.51,SAM_rho_0.01,2
3,0.379291668732961,0.379291668732961,0.3390851076126098,90.59,90.59,SAM_rho_0.01,3
4,0.3397818688074748,0.3397818688074748,0.3101797218322754,91.21,91.21,SAM_rho_0.01,4
5,0.3148853581587473,0.3148853581587473,0.2932228604316711,91.67,91.67,SAM_rho_0.01,5
6,0.2962461162567139,0.2962461162567139,0.2771184574604034,92.07,92.07,SAM_rho_0.01,6
7,0.2812619774977366,0.2812619774977366,0.2645451416492462,92.47,92.47,SAM_rho_0.01,7
8,0.268550011062622,0.268550011062622,0.2548654829978943,92.89,92.89,SAM_rho_0.01,8
9,0.2570473946968714,0.2570473946968714,0.2441230076789856,92.92,92.92,SAM_rho_0.01,9
10,0.2464971625804901,0.2464971625804901,0.2353708976268768,93.19,93.19,SAM_rho_0.01,10
