epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.2317757568677266,1.2317757568677266,0.5758027163505555,86.58,86.58,SAM_rho_0.2,1
2,0.4890138967672984,0.4890138967672984,0.3987572821617126,89.51,89.51,SAM_rho_0.2,2
3,0.3861776245594024,0.3861776245594024,0.3421763178825378,90.6,90.6,SAM_rho_0.2,3
4,0.3407950753053029,0.3407950753053029,0.3081111596107483,91.46,91.46,SAM_rho_0.2,4
5,0.3117184181133906,0.3117184181133906,0.2858402381896973,92.08,92.08,SAM_rho_0.2,5
6,0.2901948538144429,0.2901948538144429,0.2693710704326629,92.5,92.5,SAM_rho_0.2,6
7,0.2724363317807515,0.2724363317807515,0.2536078103542328,92.96,92.96,SAM_rho_0.2,7
8,0.2580051769733429,0.2580051769733429,0.2412630578041076,93.28,93.28,SAM_rho_0.2,8
9,0.2455393132607142,0.2455393132607142,0.2311776587963104,93.46,93.46,SAM_rho_0.2,9
10,0.2342261578877767,0.2342261578877767,0.2211196110725402,93.84,93.84,SAM_rho_0.2,10
