epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1513344083627064,1.1513344083627064,0.5443317657470703,86.73,86.73,SAM_rho_0.01,1
2,0.4723838348865509,0.4723838348865509,0.3904841495513916,89.41,89.41,SAM_rho_0.01,2
3,0.3814077849547068,0.3814077849547068,0.338228032875061,90.6,90.6,SAM_rho_0.01,3
4,0.3403729668299357,0.3403729668299357,0.3106720816612243,91.05,91.05,SAM_rho_0.01,4
5,0.3146994940598805,0.3146994940598805,0.2897707197189331,91.66,91.66,SAM_rho_0.01,5
6,0.2954218486944834,0.2954218486944834,0.2747273734092712,92.03,92.03,SAM_rho_0.01,6
7,0.2800341661294301,0.2800341661294301,0.2611573888301849,92.41,92.41,SAM_rho_0.01,7
8,0.2671156463464101,0.2671156463464101,0.2510059231758118,92.87,92.87,SAM_rho_0.01,8
9,0.2555548496405284,0.2555548496405284,0.2414417404174804,93.17,93.17,SAM_rho_0.01,9
10,0.2450059962590535,0.2450059962590535,0.2333995484828949,93.48,93.48,SAM_rho_0.01,10
