epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.148335784117381,1.148335784117381,0.553021729183197,86.58,86.58,SAM_rho_0.1,1
2,0.4742202284177144,0.4742202284177144,0.3926681566238403,89.44,89.44,SAM_rho_0.1,2
3,0.3805832511107127,0.3805832511107127,0.3390706522941589,90.79,90.79,SAM_rho_0.1,3
4,0.3388966039816538,0.3388966039816538,0.3093966876029968,91.32,91.32,SAM_rho_0.1,4
5,0.3122975601514181,0.3122975601514181,0.2883490019798279,91.89,91.89,SAM_rho_0.1,5
6,0.291844216299057,0.291844216299057,0.2705576714038848,92.39,92.39,SAM_rho_0.1,6
7,0.2753295027097066,0.2753295027097066,0.2577386059761047,92.76,92.76,SAM_rho_0.1,7
8,0.2609722524325052,0.2609722524325052,0.2455766870498657,93.13,93.13,SAM_rho_0.1,8
9,0.2480947459220886,0.2480947459220886,0.2336119880676269,93.44,93.44,SAM_rho_0.1,9
10,0.2370648933092753,0.2370648933092753,0.2241358880996704,93.69,93.69,SAM_rho_0.1,10
