epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1238563385645548,1.1238563385645548,0.5365734659194946,87.35,87.35,SAM_rho_0.05,1
2,0.4683641899744669,0.4683641899744669,0.3896506220817566,89.64,89.64,SAM_rho_0.05,2
3,0.3808298535188039,0.3808298535188039,0.3391947338104248,90.76,90.76,SAM_rho_0.05,3
4,0.3415600634256999,0.3415600634256999,0.3126226282119751,91.26,91.26,SAM_rho_0.05,4
5,0.3161663651625315,0.3161663651625315,0.2915930403709411,91.87,91.87,SAM_rho_0.05,5
6,0.2971365522702535,0.2971365522702535,0.2751946499347686,92.28,92.28,SAM_rho_0.05,6
7,0.2810405605713526,0.2810405605713526,0.2627845480918884,92.59,92.59,SAM_rho_0.05,7
8,0.2672954159180323,0.2672954159180323,0.2512476467132568,92.87,92.87,SAM_rho_0.05,8
9,0.2551517623265584,0.2551517623265584,0.2422595845222473,93.12,93.12,SAM_rho_0.05,9
10,0.244348101735115,0.244348101735115,0.2312000378608703,93.44,93.44,SAM_rho_0.05,10
