Optimizer,Seed,Dataset,Final_Test_Acc,Mean_Speed,Std_Speed,Smoothness,Oscillation_Index,Mean_Grad_Norm,Std_Grad_Norm
SGD,42,MNIST,96.11,0.109101415,0.035001885,1.7585016,0.019130655,1.0910137764998336,0.35001872255677585
SGD_Momentum,42,MNIST,95.65,0.1711621,0.049938362,0.47014436,0.014221824,0.7864416665804665,0.3896874255401779
Adam,42,MNIST,96.78,0.06643141,0.021833604,0.4692495,0.0064789155,1.0628624084407587,0.3673960901400619
