epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.109693597984314,64.05,0.5176939319610596,85.19,Adam,1
2,0.4055380791187286,88.20333333333333,0.2979198454856872,91.31,Adam,2
3,0.2714086258331935,91.82833333333332,0.2047796686530113,94.2,Adam,3
4,0.2131719843149185,93.66,0.1687019101500511,95.16,Adam,4
5,0.1890643046379089,94.15833333333332,0.146832970058918,95.59,Adam,5
6,0.1667176555156707,94.855,0.1460624324083328,95.68,Adam,6
7,0.1517243761380513,95.36,0.1501216449797153,95.27,Adam,7
8,0.1416109973669052,95.59666666666666,0.1123277498364448,96.56,Adam,8
9,0.1311618756214777,95.90333333333334,0.1209394090086221,96.26,Adam,9
10,0.1260374998648961,96.09333333333332,0.1033170646816492,96.79,Adam,10
