epoch,train_loss,train_acc,test_loss,test_acc
1,1.5301872164408366,43.85333333333333,0.9997638849258423,65.13
2,0.795146831258138,73.915,0.5612516035556793,82.28
3,0.509571452776591,84.32166666666667,0.4039780374526978,87.98
4,0.3877284163951874,88.02,0.295775235414505,91.34
5,0.32214613671302794,90.03166666666667,0.26294749774932863,92.16
6,0.2830609973271688,91.25,0.2274059023976326,93.17
7,0.24753991419474283,92.28666666666666,0.23494689919948578,92.44
8,0.22663667766253154,92.91833333333334,0.24091802077293395,92.44
9,0.20760307568709055,93.53833333333333,0.17211936283111573,94.85
10,0.19317851361433666,94.01166666666667,0.17371787658929824,94.74
