epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.814368507385254,28.27833333333333,1.5758709280014038,34.48,Adam,1
2,1.5402758816401163,39.641666666666666,1.4301300115585327,43.47,Adam,2
3,1.323052583885193,49.53333333333333,1.150856028175354,57.91,Adam,3
4,1.1241994019826254,58.443333333333335,0.9870207956314088,64.8,Adam,4
5,0.958159726301829,66.08833333333334,0.8198389161109925,72.22,Adam,5
6,0.7835324056943258,73.29166666666667,0.699015409374237,74.9,Adam,6
7,0.6749669702847799,77.13833333333334,0.5961431661605835,79.78,Adam,7
8,0.581586120223999,80.69,0.5149503018379211,83.0,Adam,8
9,0.5173126913865407,83.08166666666666,0.4650808326721191,85.08,Adam,9
10,0.4581676465034485,85.22,0.3834561128377914,88.29,Adam,10
