epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.5185606779734293,44.15,1.0531934761047363,64.4,Adam,1
2,0.8410792153676351,72.53833333333333,0.6322227967262268,79.52,Adam,2
3,0.5423791360855102,82.97666666666667,0.4003051310539245,88.27,Adam,3
4,0.4063843751271566,87.32333333333334,0.3248317086219787,90.04,Adam,4
5,0.3361071671644846,89.60833333333333,0.32533627576828,89.6,Adam,5
6,0.2922466842651367,90.865,0.2476885660767555,92.41,Adam,6
7,0.2468734284162521,92.26666666666668,0.2202022606611252,93.19,Adam,7
8,0.2278066481431325,92.88333333333334,0.2189145183324813,93.32,Adam,8
9,0.2049067932605743,93.685,0.1867997048616409,94.33,Adam,9
10,0.1885200180371602,94.11,0.163695425158739,95.03,Adam,10
