epoch,train_loss,train_acc,test_loss,test_acc
1,1.3305878287951152,54.29333333333334,0.7232725849151611,77.8
2,0.562645529460907,83.125,0.40045482840538027,87.7
3,0.3700672513802846,88.90833333333333,0.30313767371177675,91.08
4,0.3000137441476186,90.80166666666666,0.24370454430580138,92.57
5,0.26038305716514587,92.05333333333333,0.21328208301067353,93.52
6,0.2276467315753301,92.93166666666667,0.20384659016132356,93.97
7,0.20546346782048544,93.71166666666667,0.1725483366727829,94.8
8,0.18929372752507528,94.17833333333333,0.1657169381737709,95.12
9,0.1759534027258555,94.49666666666667,0.1599373036056757,95.12
10,0.15830656883716585,95.17166666666667,0.1315152729153633,95.98
