epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2288614538192748,57.031666666666666,0.6045496335029602,81.55,SGD,1
2,0.4802993698438008,84.83333333333333,0.3816672464847565,87.83,SGD,2
3,0.3071079681714376,90.40333333333334,0.2667476033210754,92.06,SGD,3
4,0.2542724896907806,92.19666666666669,0.2791207798719406,91.02,SGD,4
5,0.2150467594623565,93.325,0.3208158433914184,89.42,SGD,5
6,0.1886512530485789,94.29166666666669,0.2142187199324369,92.9,SGD,6
7,0.1763265072107315,94.56166666666668,0.1464408642053604,95.36,SGD,7
8,0.162674945795536,94.91833333333334,0.1380788696378469,95.73,SGD,8
9,0.1461655827522278,95.54333333333334,0.1599098694398999,94.87,SGD,9
10,0.1418389060497284,95.625,0.1411127568423748,95.47,SGD,10
