epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.160332458082835,60.81166666666667,0.7601602957725525,76.03,SGD,1
2,0.4549394662380218,85.805,0.3006587944984436,91.05,SGD,2
3,0.3040305081367492,90.615,0.2401585571289062,92.68,SGD,3
4,0.2399582732041676,92.63,0.204925466632843,93.46,SGD,4
5,0.2035831083774566,93.77,0.178468555688858,94.52,SGD,5
6,0.1770269262989362,94.62166666666668,0.1705880495548248,94.56,SGD,6
7,0.1628315832058588,95.035,0.1314440501898527,95.87,SGD,7
8,0.1457922061721484,95.5,0.1285249742507934,96.02,SGD,8
9,0.1401066263357798,95.72,0.148614233264327,95.52,SGD,9
10,0.1281707612335682,96.05833333333334,0.1137826872751116,96.33,SGD,10
