epoch,train_loss,train_acc,test_loss,test_acc
1,1.8450415934880575,32.65,1.1731325731277467,59.51
2,0.8637284441630045,71.355,0.5127927755355834,84.01
3,0.44737367170651754,86.07333333333334,0.34941205101013184,89.11
4,0.32345095739364627,89.935,0.23632332020998,92.79
5,0.2677781561613083,91.735,0.20338661970496177,94.07
6,0.22605734850565593,92.99166666666666,0.17556467589735986,94.49
7,0.1961064679781596,94.13166666666666,0.2102941586315632,93.36
8,0.17858026603857677,94.59666666666666,0.16883690448999406,94.9
9,0.1636061039408048,94.94833333333334,0.1422074158012867,95.58
10,0.14825028318166733,95.50333333333333,0.12178900409042835,96.28
