epoch,train_loss,train_acc,test_loss,test_acc
1,1.1218062599182128,63.155,0.5326456263065338,85.61
2,0.43615503737131756,87.13333333333334,0.3067029341697693,91.46
3,0.29789198706944786,91.15666666666667,0.2365610461473465,93.08
4,0.23773205587069193,92.825,0.19216440063118934,94.25
5,0.20424795219898223,93.73166666666667,0.2160582921266556,93.35
6,0.18523402962684632,94.25,0.16376570003032684,95.13
7,0.16502720627387366,94.96166666666667,0.1535213215827942,95.42
8,0.1532390315771103,95.32166666666667,0.13043674215078355,96.09
9,0.1419649564743042,95.625,0.13099250018894673,96.0
10,0.1382324060122172,95.71166666666667,0.15182081443369388,95.13
