epoch,train_loss,train_acc,test_loss,test_acc
1,2.286456762313843,18.505,2.266003015899658,19.69
2,2.2325384159088135,22.405,2.1815862895965576,23.47
3,2.0833857941945393,27.373333333333335,1.9599451782226562,30.81
4,1.8487498540242513,34.58,1.721160264968872,38.08
5,1.6350059697469075,40.61333333333334,1.5454047677993774,43.76
6,1.4965164774576822,46.086666666666666,1.4060266599655151,49.01
7,1.3758810373942056,51.903333333333336,1.268641397857666,55.75
8,1.2477992067337036,57.56,1.1499422763824463,61.04
9,1.148827122179667,60.748333333333335,1.024730316543579,66.71
10,1.0748986934979756,63.428333333333335,0.9422349369049072,71.01
