epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3212754277229308,54.678333333333335,0.7848147968292236,76.18,Adam,1
2,0.6256045721054078,80.93333333333334,0.4217971706151962,88.19,Adam,2
3,0.379157246351242,88.61,0.2760531898856163,92.06,Adam,3
4,0.2907448034842809,91.155,0.2241938564360141,93.27,Adam,4
5,0.2486525148948033,92.4,0.2211315814197063,93.33,Adam,5
6,0.2216403542598088,93.17,0.1937781548976898,93.92,Adam,6
7,0.1910494228363037,94.16,0.1796777693718672,94.41,Adam,7
8,0.1723923644463221,94.68166666666669,0.1568228839993476,95.15,Adam,8
9,0.1586676418304443,95.1,0.1367940811216831,95.79,Adam,9
10,0.1467357677618662,95.51333333333334,0.1257663595020771,96.06,Adam,10
