epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.849317177263896,32.446666666666665,1.2635835409164429,52.59,SGD,1
2,0.9381632157325744,67.8,0.58721741065979,80.89,SGD,2
3,0.4731484447161356,85.30666666666667,0.3287588830351829,90.13,SGD,3
4,0.3236271372318268,89.98666666666666,0.3258618324398994,89.04,SGD,4
5,0.2599803562879562,91.92,0.2025032952785491,94.13,SGD,5
6,0.2213158384442329,93.23833333333332,0.1699599652767181,94.86,SGD,6
7,0.1891457459608714,94.15333333333334,0.1701978443622589,94.81,SGD,7
8,0.1703507388114929,94.71333333333334,0.1427069331169128,95.7,SGD,8
9,0.1531310167352358,95.25833333333334,0.1310476557731628,95.93,SGD,9
10,0.1429563709974289,95.62666666666668,0.1403974460661411,95.69,SGD,10
