epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2272808628082277,57.39666666666667,0.6447672245025635,79.38,SGD,1
2,0.4563824469725291,86.16666666666667,0.4462422388076782,84.38,SGD,2
3,0.2788003353834152,91.635,0.1927665249228477,94.16,SGD,3
4,0.2219114133516947,93.29333333333334,0.1827033400654792,94.59,SGD,4
5,0.2009165320118268,93.80833333333334,0.1729855020582676,94.32,SGD,5
6,0.1656003067215283,95.07666666666668,0.1428286725163459,95.58,SGD,6
7,0.152340764828523,95.43166666666669,0.133272922989726,96.07,SGD,7
8,0.1368559657732645,95.92166666666668,0.115824710008502,96.35,SGD,8
9,0.1292247321208318,96.19333333333331,0.1450929650366306,95.45,SGD,9
10,0.1204788128773371,96.38,0.1074324375800788,96.56,SGD,10
