epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3975723379135132,51.19833333333333,0.8061164015769958,75.15,Adam,1
2,0.6736932079315185,78.855,0.4823120364665985,85.73,Adam,2
3,0.4520852414449056,86.23333333333333,0.372528643989563,88.37,Adam,3
4,0.3579039227326711,89.00833333333334,0.293578364610672,91.14,Adam,4
5,0.2985975080331166,90.945,0.2370800712943077,92.72,Adam,5
6,0.2578539182345072,92.16333333333333,0.2336887644290924,92.88,Adam,6
7,0.2285905626535415,92.95666666666666,0.1864302529335022,94.34,Adam,7
8,0.2027565760215123,93.87666666666668,0.1722216259598732,94.83,Adam,8
9,0.1827116249322891,94.46666666666668,0.1682957139074802,94.97,Adam,9
10,0.1656860826492309,94.955,0.1726835615694522,94.6,Adam,10
