epoch,train_loss,train_acc,test_loss,test_acc
1,1.2112421308199564,60.20666666666666,0.5898917187213898,83.1
2,0.4512376024723053,86.49,0.3303765072822571,90.5
3,0.3132704960346222,90.51,0.2878499135017395,90.41
4,0.2528028662443161,92.25833333333334,0.23978873202800752,92.92
5,0.22151169630686443,93.31166666666667,0.23556676087379455,92.63
6,0.19776327766577403,93.94666666666667,0.17269393253326415,94.47
7,0.17362560271024705,94.735,0.1469834447145462,95.42
8,0.16200918114980062,95.07166666666667,0.14198590759634971,95.7
9,0.150745454732577,95.41666666666667,0.13228218729496002,95.92
10,0.1379912354628245,95.79333333333334,0.14489906206727027,95.36
