epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2141317207018534,58.278333333333336,0.5353194912910462,83.75,SGD,1
2,0.4397127960999806,86.39166666666667,0.3147953896284103,90.56,SGD,2
3,0.2964558191378911,90.835,0.2355578654766082,92.82,SGD,3
4,0.2260992647012074,93.22,0.1886436974287033,94.38,SGD,4
5,0.1957289165576299,94.07166666666669,0.1746507452249527,94.61,SGD,5
6,0.1760062060674031,94.615,0.1479521452307701,95.48,SGD,6
7,0.1564701573650042,95.25833333333334,0.2176068909525871,93.28,SGD,7
8,0.1465900315205256,95.585,0.1549971360325813,95.04,SGD,8
9,0.1381405542174975,95.8,0.141827256886661,95.82,SGD,9
10,0.1245147680123647,96.29333333333334,0.1070406330764293,96.6,SGD,10
