epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.305932139492035,55.59333333333333,0.6554030318260193,80.48,Adam,1
2,0.4775151970863342,85.87333333333333,0.363418422794342,89.14,Adam,2
3,0.3121479044914245,90.52833333333334,0.3465494021892548,88.07,Adam,3
4,0.2528623477697372,92.44333333333331,0.223070054602623,93.24,Adam,4
5,0.2185075963417689,93.36,0.1930484291791916,93.97,Adam,5
6,0.1923393836657206,94.19833333333334,0.2331774183452129,92.38,Adam,6
7,0.1794671763817469,94.57833333333332,0.1518622340202331,95.54,Adam,7
8,0.1616907073815663,95.07833333333332,0.1414798913419246,95.58,Adam,8
9,0.146440526843071,95.53666666666666,0.1299724474281072,95.97,Adam,9
10,0.1400892723083496,95.79833333333332,0.1609781579852104,94.93,Adam,10
