epoch,train_loss,train_acc,test_loss,test_acc
1,1.3556741035461426,53.1,0.7669310647964478,75.43
2,0.618705252981186,81.095,0.42432153375148773,88.0
3,0.41824797293345134,87.28666666666666,0.31990258555412293,90.58
4,0.33183637924194337,89.95,0.2693991768836975,91.94
5,0.283312997341156,91.45,0.25373837740421296,92.14
6,0.24873968375523886,92.44666666666667,0.23214638080596925,92.96
7,0.2256215285976728,93.05666666666667,0.18193094304800034,94.55
8,0.20442368597984314,93.75166666666667,0.18363809286952018,94.34
9,0.19203711477120716,94.02166666666666,0.20059273319244383,93.89
10,0.1768877548376719,94.57,0.16548778449892998,94.76
