epoch,train_loss,train_acc,test_loss,test_acc
1,1.8317563578923544,29.565,1.4881972568511963,40.41
2,1.4145191162745159,45.575,1.2602224964141846,49.93
3,1.1114985005378724,60.185,0.9305890963554382,67.32
4,0.8204849417050679,72.13833333333334,0.6885318221569061,76.73
5,0.6449477180798848,78.40333333333334,0.6243179695606231,77.83
6,0.5349814878463746,82.31666666666666,0.5063276676654815,83.07
7,0.4521169830799103,85.49,0.42364303085803984,86.07
8,0.40722065981229144,86.86166666666666,0.3700914390087128,88.18
9,0.36462763460477193,88.29666666666667,0.32778680893182754,89.74
10,0.33569866919517516,89.435,0.31093386046886445,90.55
