epoch,train_loss,train_acc,test_loss,test_acc
1,2.286295092010498,16.378333333333334,2.264514026260376,19.0
2,2.2251638712565103,21.383333333333333,2.1612298393249514,23.33
3,2.0763371176401773,25.108333333333334,1.9936729591369629,27.27
4,1.952255430539449,29.083333333333332,1.8854241313934326,32.33
5,1.834328300221761,33.81333333333333,1.7346916166305542,35.54
6,1.6735988683700562,39.361666666666665,1.5648483140945435,44.13
7,1.5265241391499837,44.821666666666665,1.4250498115539552,48.99
8,1.4065591598510743,50.235,1.2797409324645996,55.46
9,1.2829854550043742,55.595,1.1566655904769898,58.65
10,1.181849333635966,58.99333333333333,1.053916469669342,65.19
