epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8140394268671671,28.98,1.5784776203155515,35.39,Adam,1
2,1.538049186706543,39.47,1.4402738269805908,42.92,Adam,2
3,1.4050022738774617,44.96333333333333,1.3125995531082153,47.09,Adam,3
4,1.2574452132542928,51.26,1.1321070140838625,57.6,Adam,4
5,1.072015761566162,60.723333333333336,0.9011630356788636,70.97,Adam,5
6,0.801128982257843,73.135,0.6516212259292603,78.86,Adam,6
7,0.61670767827034,79.66833333333334,0.5354280457496643,81.74,Adam,7
8,0.5223951423327128,82.9,0.4563967436552048,85.39,Adam,8
9,0.4499532294909159,85.48833333333333,0.4039850836753845,86.94,Adam,9
10,0.3934069418589274,87.38,0.3509555508613586,88.78,Adam,10
