epoch,train_loss,train_acc,test_loss,test_acc
1,1.448007603232066,48.27333333333333,0.912950411605835,71.11
2,0.7088502767562866,77.94166666666666,0.4812357990503311,84.56
3,0.4204917942047119,87.40666666666667,0.3204251753807068,90.33
4,0.3138627148469289,90.4,0.2462126777291298,92.53
5,0.25003506398200986,92.49166666666666,0.21130567919015886,93.51
6,0.21956861836115518,93.21333333333334,0.20821865454316138,93.55
7,0.20028218385378518,93.90333333333334,0.16034406571984292,95.08
8,0.17773131013711294,94.655,0.17111806661486625,94.87
9,0.16549211477835973,94.88666666666667,0.1554220750004053,95.19
10,0.1550492928624153,95.16,0.13920081546008586,95.55
