epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2717975882848105,57.693333333333335,0.6696486127376556,78.64,Adam,1
2,0.4967450481255849,85.15833333333333,0.355831154346466,89.47,Adam,2
3,0.3171971184571584,90.5,0.2862008977174758,91.25,Adam,3
4,0.2484044355710347,92.56833333333331,0.2151496795713901,93.48,Adam,4
5,0.2079014077583948,93.69,0.1943894672662019,93.81,Adam,5
6,0.185984854666392,94.48166666666668,0.1662127688854932,94.99,Adam,6
7,0.171725193007787,94.79,0.1435785873830318,95.44,Adam,7
8,0.1519093179225921,95.41833333333334,0.1502868982002139,95.37,Adam,8
9,0.1423607813199361,95.71333333333334,0.1276644779294729,95.92,Adam,9
10,0.1324817348837852,95.85666666666668,0.1381965533792972,95.45,Adam,10
