epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1302950586636862,61.16,0.4917714996814727,85.23,SGD,1
2,0.4304346897602081,86.82333333333334,0.2621323708057403,92.27,SGD,2
3,0.2847771855076154,91.21666666666668,0.2248970455884933,92.64,SGD,3
4,0.2226607347249984,93.21,0.1876545007944107,94.62,SGD,4
5,0.1922406513174374,94.00666666666666,0.1651620770454406,95.03,SGD,5
6,0.1723588038682937,94.78666666666666,0.1482729522168636,95.4,SGD,6
7,0.1489682163914044,95.505,0.128546260946989,95.99,SGD,7
8,0.1376850000063578,95.895,0.1220911144778132,96.23,SGD,8
9,0.1281014113108317,96.1,0.1189752404928207,96.11,SGD,9
10,0.1195803838729858,96.31666666666666,0.1067382534056902,96.69,SGD,10
