epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.280003161462148,56.72666666666667,0.6600439131259919,81.3,Adam,1
2,0.5126213901042939,84.905,0.3572489479064941,89.79,Adam,2
3,0.3246896661281586,90.46166666666667,0.2621169280409813,92.26,Adam,3
4,0.2603005045016606,92.17166666666668,0.1925203075051307,94.13,Adam,4
5,0.2186765049139658,93.40333333333334,0.1728703974425792,94.55,Adam,5
6,0.1902510813474655,94.135,0.1965162341594696,93.86,Adam,6
7,0.1737075590372085,94.72333333333331,0.1449361842155456,95.48,Adam,7
8,0.1605431329965591,95.06833333333331,0.1403351834207773,95.67,Adam,8
9,0.1509601307710011,95.35166666666667,0.1541682963311672,95.17,Adam,9
10,0.1381378727197647,95.74833333333332,0.1343677733510732,95.79,Adam,10
