epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.860360539754232,28.741666666666667,1.5183940996170044,38.32,Adam,1
2,1.470923974609375,43.15166666666666,1.3223308137893677,48.03,Adam,2
3,1.2890597829818726,50.935,1.2415551698684693,52.87,Adam,3
4,1.1323474283218384,57.615,1.0287533734321594,62.32,Adam,4
5,0.983594312763214,65.22666666666667,0.925225686645508,66.35,Adam,5
6,0.771834797000885,73.86833333333334,0.6475451873779297,78.92,Adam,6
7,0.6172237917264303,79.51166666666667,0.5151299727439881,83.05,Adam,7
8,0.5273357186158498,82.765,0.4366566832542419,85.88,Adam,8
9,0.4544643322626749,85.335,0.3908329738855362,87.56,Adam,9
10,0.4000166261355082,87.18333333333334,0.3485475016832352,88.8,Adam,10
