epoch,train_loss,train_acc,test_loss,test_acc
1,1.3467333196322122,53.18333333333333,0.7702079399108887,76.22
2,0.5999504883448283,81.43,0.399465825510025,88.33
3,0.37851055588722227,88.52666666666667,0.29198135488033294,91.58
4,0.29230882477760317,91.155,0.2473216689825058,92.52
5,0.24682318765322367,92.48166666666667,0.21607767672240735,93.64
6,0.21443994279702505,93.455,0.19123316769599916,94.18
7,0.19399015291531882,94.02333333333333,0.15021999774575234,95.65
8,0.17835404437383015,94.47166666666666,0.16543380328714846,94.9
9,0.16159347062508264,94.99,0.14520825174599886,95.51
10,0.15199069595138232,95.295,0.13697791990190744,95.82
