epoch,train_loss,train_acc,test_loss,test_acc
1,2.3015226642608644,9.903333333333334,2.296717720794678,15.17
2,2.292723988469442,20.566666666666666,2.2870934143066406,20.24
3,2.27947753944397,20.798333333333332,2.268084214401245,21.06
4,2.253436444091797,20.911666666666665,2.2329900581359863,20.33
5,2.203976954523722,21.465,2.1624121982574462,21.66
6,2.1016526622772216,23.06833333333333,2.028052598953247,24.07
7,1.9708434878031413,26.135,1.90166351146698,26.8
8,1.8601711365381877,30.55666666666667,1.7794509363174438,32.97
9,1.7379427210489908,34.915,1.6483796508789061,36.35
10,1.6395842737197877,37.733333333333334,1.5782899547576905,39.42
