epoch,train_loss,train_acc,test_loss,test_acc
1,1.30950774752299,55.531666666666666,0.688256083393097,81.12
2,0.5538168155670166,83.83166666666666,0.35595911893844606,89.57
3,0.3416424108107885,89.80666666666667,0.25208254425525667,92.71
4,0.27184922566413877,91.77166666666666,0.24129600520133973,92.5
5,0.23277379893859226,92.96333333333334,0.20709052927494048,93.58
6,0.2016836994568507,93.98666666666666,0.17231454723477363,94.66
7,0.18469142397244773,94.37666666666667,0.18426255731582641,94.25
8,0.17084574520587922,94.71666666666667,0.16937713426947593,94.38
9,0.15933081533908844,95.17833333333333,0.16310352412462234,94.91
10,0.14599694799582164,95.49666666666667,0.13959045795798303,95.83
