epoch,train_loss,train_acc,test_loss,test_acc
1,2.2758783351898195,14.771666666666667,2.2456179023742675,19.87
2,2.199620922088623,22.258333333333333,2.12753533782959,24.17
3,2.035280579884847,26.54,1.9403508346557616,28.88
4,1.876236001777649,32.38,1.7749218730926513,33.22
5,1.7013834826787313,37.755,1.6032205783843994,42.48
6,1.5593398010253907,42.56333333333333,1.46480936088562,46.04
7,1.451000819714864,47.79833333333333,1.3480475702285766,50.82
8,1.3349232336044312,52.97666666666667,1.2593469799041748,55.26
9,1.2199262877782187,57.318333333333335,1.269762592124939,50.32
10,1.1391644852320353,60.62166666666667,1.1315405910491942,58.83
