epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1843201926231384,58.848333333333336,0.5673446565628052,82.35,SGD,1
2,0.4449497390588124,86.21833333333333,0.3298295359611511,89.87,SGD,2
3,0.2814846847693125,91.39666666666666,0.249359947681427,92.29,SGD,3
4,0.2143747896194458,93.42833333333331,0.2043364709317684,93.68,SGD,4
5,0.1803538425445556,94.395,0.1456460515558719,95.43,SGD,5
6,0.1634052149454752,94.945,0.162780572733283,94.92,SGD,6
7,0.1513306263724962,95.35,0.1167137860387563,96.34,SGD,7
8,0.1342847775936126,95.925,0.1594990529730916,95.03,SGD,8
9,0.1242193561911583,96.17,0.1187920906484127,96.47,SGD,9
10,0.1195732047478358,96.32833333333332,0.1283652978211641,95.85,SGD,10
