epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,2.300472567621867,11.433333333333334,2.297125852584839,16.25,SGD,1
2,2.29365053952535,20.841666666666665,2.288879590606689,20.23,SGD,2
3,2.281951047897339,19.655,2.2722739528656004,18.55,SGD,3
4,2.2597283402760824,18.811666666666667,2.244675444030762,19.14,SGD,4
5,2.224500388209025,20.666666666666668,2.199109697723389,20.91,SGD,5
6,2.15664856300354,22.065,2.1013993461608886,23.28,SGD,6
7,2.0439638632456463,24.61833333333333,1.985405139923096,25.31,SGD,7
8,1.9439421973546347,28.135,1.882628918647766,29.57,SGD,8
9,1.8302480125427243,32.36333333333334,1.7409879163742066,33.6,SGD,9
10,1.689457656288147,36.12166666666667,1.6121985641479493,37.18,SGD,10
