epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2167020084063211,59.63166666666667,0.6068483002185822,83.27,Adam,1
2,0.4916791033585866,85.49666666666667,0.3293065639972686,90.82,Adam,2
3,0.3215432051022847,90.40666666666668,0.2859165843725204,90.57,Adam,3
4,0.2531826068321864,92.29833333333332,0.2116651133060455,93.83,Adam,4
5,0.2162715512077013,93.48833333333332,0.1993207946300506,94.1,Adam,5
6,0.1965075364192327,94.01166666666668,0.1630091487884521,94.96,Adam,6
7,0.1735184623241424,94.78666666666666,0.1418709183067083,95.41,Adam,7
8,0.1610624106009801,95.095,0.137789689284563,95.76,Adam,8
9,0.1512157857735951,95.37333333333332,0.1408214637160301,95.62,Adam,9
10,0.1383297685265541,95.76,0.1181256496444344,96.23,Adam,10
