epoch,train_loss,train_acc,test_loss,test_acc
1,2.3012655335744223,11.498333333333333,2.2987492153167723,18.57
2,2.2964619950612386,14.735,2.2932844844818114,19.99
3,2.288979970169067,21.676666666666666,2.282474349975586,21.24
4,2.2731138676961264,20.403333333333332,2.2600788814544677,18.85
5,2.2443006696065266,20.086666666666666,2.2225933307647705,20.44
6,2.191818609237671,21.695,2.14570885848999,22.27
7,2.083704869588216,23.833333333333332,2.0003804346084593,25.39
8,1.9445776514689128,28.69333333333333,1.8608614000320434,32.08
9,1.7954308565775554,34.766666666666666,1.6768078451156616,35.28
10,1.6477405303955077,37.973333333333336,1.5694664876937867,38.76
